Equipment Name,Type,Flowrate,Pressure,Temperature
Compressor-23791,Compressor,457.68,83.65,471.69
Pump-23792,Pump,209.57,91.93,300.84
Valve-23793,Valve,712.71,44.59,318.71
Valve-23794,Valve,604.05,150.23,215.53
Reactor-23795,Reactor,350.87,40.38,450.08
Pump-23796,Pump,373.94,72.03,407.37
Storage Tank-23797,Storage Tank,581.33,86.85,25.75
Storage Tank-23798,Storage Tank,261.92,135.82,109.47
Heat Exchanger-23799,Heat Exchanger,983.0,146.58,482.1
Reactor-23800,Reactor,4.64,157.05,236.13
Reactor-23801,Reactor,9.91,197.13,472.25
Heat Exchanger-23802,Heat Exchanger,775.92,81.38,314.21
Valve-23803,Valve,236.94,158.61,26.3
Valve-23804,Valve,820.11,4.04,64.77
Pump-23805,Pump,925.16,41.19,307.05
Distillation Column-23806,Distillation Column,998.51,170.1,494.36
Distillation Column-23807,Distillation Column,45.82,169.08,298.48
Valve-23808,Valve,525.03,133.57,304.92
Storage Tank-23809,Storage Tank,929.06,14.5,108.87
Pump-23810,Pump,860.07,63.36,343.59
Heat Exchanger-23811,Heat Exchanger,971.58,54.14,50.6
Distillation Column-23812,Distillation Column,357.69,102.91,327.84
Valve-23813,Valve,482.51,180.4,279.13
Heat Exchanger-23814,Heat Exchanger,28.13,119.9,458.16
Reactor-23815,Reactor,522.93,36.39,321.9
Heat Exchanger-23816,Heat Exchanger,47.98,118.32,98.28
Heat Exchanger-23817,Heat Exchanger,231.71,86.97,491.58
Valve-23818,Valve,92.0,173.93,433.52
Compressor-23819,Compressor,444.05,170.85,36.49
Compressor-23820,Compressor,903.83,98.52,291.24
Storage Tank-23821,Storage Tank,69.93,155.79,192.73
Reactor-23822,Reactor,43.13,194.35,448.31
Storage Tank-23823,Storage Tank,188.23,101.16,336.32
Pump-23824,Pump,711.69,109.34,470.5
Heat Exchanger-23825,Heat Exchanger,144.6,78.43,136.9
Distillation Column-23826,Distillation Column,71.69,143.91,342.94
Storage Tank-23827,Storage Tank,246.42,15.35,81.56
Compressor-23828,Compressor,939.11,129.91,483.36
Reactor-23829,Reactor,246.88,113.01,488.38
Storage Tank-23830,Storage Tank,823.31,35.35,380.78
Distillation Column-23831,Distillation Column,409.21,173.3,367.22
Storage Tank-23832,Storage Tank,379.53,34.91,206.85
Heat Exchanger-23833,Heat Exchanger,809.59,77.15,366.1
Heat Exchanger-23834,Heat Exchanger,223.43,34.01,182.9
Pump-23835,Pump,107.33,181.58,281.74
Storage Tank-23836,Storage Tank,989.96,176.99,99.76
Storage Tank-23837,Storage Tank,539.25,77.47,131.7
Storage Tank-23838,Storage Tank,579.16,173.07,34.83
Storage Tank-23839,Storage Tank,486.4,11.64,485.39
Valve-23840,Valve,971.28,102.12,367.48
Distillation Column-23841,Distillation Column,599.76,65.23,84.16
Reactor-23842,Reactor,859.32,135.53,212.44
Valve-23843,Valve,953.06,35.69,239.32
Distillation Column-23844,Distillation Column,981.25,80.0,20.1
Heat Exchanger-23845,Heat Exchanger,574.25,112.03,266.94
Heat Exchanger-23846,Heat Exchanger,817.98,60.0,487.51
Reactor-23847,Reactor,342.21,74.79,212.48
Valve-23848,Valve,464.75,132.3,157.3
Valve-23849,Valve,123.93,24.26,286.58
Storage Tank-23850,Storage Tank,666.73,52.21,445.86
Reactor-23851,Reactor,907.85,52.3,479.01
Distillation Column-23852,Distillation Column,548.2,78.53,464.97
Compressor-23853,Compressor,399.99,116.65,265.39
Valve-23854,Valve,17.34,57.53,311.26
Pump-23855,Pump,116.08,15.79,395.33
Storage Tank-23856,Storage Tank,975.49,147.84,257.03
Distillation Column-23857,Distillation Column,222.02,66.38,184.06
Distillation Column-23858,Distillation Column,349.97,39.44,285.56
Reactor-23859,Reactor,867.13,155.53,74.6
Pump-23860,Pump,844.68,165.67,363.6
Compressor-23861,Compressor,328.56,198.31,146.22
Compressor-23862,Compressor,196.49,164.62,367.26
Distillation Column-23863,Distillation Column,838.84,145.07,464.43
Distillation Column-23864,Distillation Column,49.99,15.56,348.62
Distillation Column-23865,Distillation Column,428.6,30.85,203.22
Compressor-23866,Compressor,629.05,87.96,481.02
Heat Exchanger-23867,Heat Exchanger,26.88,16.84,478.66
Distillation Column-23868,Distillation Column,314.79,45.21,238.4
Storage Tank-23869,Storage Tank,423.85,195.81,403.3
Storage Tank-23870,Storage Tank,787.53,134.78,496.0
Heat Exchanger-23871,Heat Exchanger,976.64,128.85,383.01
Storage Tank-23872,Storage Tank,414.19,119.15,341.69
Compressor-23873,Compressor,474.03,70.52,245.83
Compressor-23874,Compressor,203.15,199.31,482.4
Valve-23875,Valve,824.25,5.35,384.86
Heat Exchanger-23876,Heat Exchanger,910.29,64.83,273.12
Distillation Column-23877,Distillation Column,38.94,144.45,326.27
Valve-23878,Valve,393.24,138.04,22.63
Storage Tank-23879,Storage Tank,453.57,34.27,357.73
Distillation Column-23880,Distillation Column,831.78,39.93,200.08
Heat Exchanger-23881,Heat Exchanger,141.88,8.76,160.71
Heat Exchanger-23882,Heat Exchanger,923.79,25.2,363.85
Pump-23883,Pump,731.63,138.51,31.93
Reactor-23884,Reactor,668.87,168.26,93.0
Storage Tank-23885,Storage Tank,253.41,176.95,72.7
Heat Exchanger-23886,Heat Exchanger,956.4,72.47,130.55
Valve-23887,Valve,526.51,16.25,141.75
Storage Tank-23888,Storage Tank,448.21,62.75,403.81
Compressor-23889,Compressor,559.16,67.22,177.76
Storage Tank-23890,Storage Tank,820.67,16.91,332.94
Storage Tank-23891,Storage Tank,296.13,180.72,240.41
Storage Tank-23892,Storage Tank,319.58,125.84,369.75
Heat Exchanger-23893,Heat Exchanger,303.91,126.73,498.61
Compressor-23894,Compressor,294.82,20.96,398.05
Heat Exchanger-23895,Heat Exchanger,444.32,48.68,221.57
Pump-23896,Pump,877.47,2.67,472.87
Compressor-23897,Compressor,800.32,190.0,389.37
Heat Exchanger-23898,Heat Exchanger,646.46,40.45,200.27
Distillation Column-23899,Distillation Column,339.93,132.21,427.1
Heat Exchanger-23900,Heat Exchanger,355.55,138.57,460.53
Reactor-23901,Reactor,284.45,85.54,126.37
Reactor-23902,Reactor,351.38,139.53,296.87
Compressor-23903,Compressor,692.25,26.68,87.25
Pump-23904,Pump,655.95,56.43,176.4
Heat Exchanger-23905,Heat Exchanger,605.63,88.82,99.1
Compressor-23906,Compressor,497.05,106.77,376.25
Heat Exchanger-23907,Heat Exchanger,660.95,86.27,106.75
Valve-23908,Valve,808.15,181.19,335.14
Distillation Column-23909,Distillation Column,334.65,120.75,22.76
Heat Exchanger-23910,Heat Exchanger,485.76,102.68,104.06
Distillation Column-23911,Distillation Column,875.98,7.8,124.01
Pump-23912,Pump,826.44,90.38,294.0
Storage Tank-23913,Storage Tank,665.47,164.75,376.41
Heat Exchanger-23914,Heat Exchanger,517.29,174.02,235.51
Compressor-23915,Compressor,913.06,169.12,470.77
Pump-23916,Pump,856.0,160.17,28.81
Distillation Column-23917,Distillation Column,975.89,126.75,95.98
Heat Exchanger-23918,Heat Exchanger,967.9,78.75,491.03
Storage Tank-23919,Storage Tank,940.17,75.13,238.02
Reactor-23920,Reactor,693.45,162.47,61.85
Distillation Column-23921,Distillation Column,307.65,130.24,139.31
Distillation Column-23922,Distillation Column,93.99,113.58,385.79
Storage Tank-23923,Storage Tank,125.04,62.65,411.42
Reactor-23924,Reactor,186.76,47.95,181.87
Reactor-23925,Reactor,354.36,67.17,402.21
Reactor-23926,Reactor,928.01,119.58,191.65
Storage Tank-23927,Storage Tank,724.21,174.82,429.64
Distillation Column-23928,Distillation Column,578.92,35.35,180.83
Reactor-23929,Reactor,244.66,82.87,63.51
Heat Exchanger-23930,Heat Exchanger,279.58,151.15,215.79
Valve-23931,Valve,740.4,46.6,485.7
Pump-23932,Pump,761.32,117.27,351.45
Reactor-23933,Reactor,984.27,197.35,78.57
Reactor-23934,Reactor,628.0,189.53,207.65
Reactor-23935,Reactor,339.03,199.7,255.47
Heat Exchanger-23936,Heat Exchanger,894.31,196.96,414.34
Storage Tank-23937,Storage Tank,185.7,148.16,372.16
Heat Exchanger-23938,Heat Exchanger,807.66,41.47,150.76
Valve-23939,Valve,118.2,85.36,65.37
Reactor-23940,Reactor,996.06,13.79,115.09
Pump-23941,Pump,410.26,162.5,120.92
Distillation Column-23942,Distillation Column,444.24,18.02,82.64
Storage Tank-23943,Storage Tank,146.96,186.73,115.34
Heat Exchanger-23944,Heat Exchanger,145.51,59.21,390.11
Distillation Column-23945,Distillation Column,318.76,8.36,332.22
Heat Exchanger-23946,Heat Exchanger,437.54,137.4,279.89
Heat Exchanger-23947,Heat Exchanger,495.84,120.98,126.8
Compressor-23948,Compressor,917.29,179.3,307.15
Pump-23949,Pump,511.05,10.81,32.21
Heat Exchanger-23950,Heat Exchanger,986.4,193.17,355.18
Compressor-23951,Compressor,915.37,133.19,465.79
Storage Tank-23952,Storage Tank,89.03,23.74,35.57
Reactor-23953,Reactor,167.67,90.62,430.12
Reactor-23954,Reactor,900.33,109.39,356.32
Reactor-23955,Reactor,291.76,11.52,192.08
Compressor-23956,Compressor,240.59,61.87,199.23
Distillation Column-23957,Distillation Column,732.97,100.04,355.84
Storage Tank-23958,Storage Tank,553.73,90.44,403.76
Valve-23959,Valve,97.77,88.0,333.52
Valve-23960,Valve,781.18,167.1,435.81
Valve-23961,Valve,940.34,49.98,80.49
Distillation Column-23962,Distillation Column,464.1,6.71,297.22
Pump-23963,Pump,381.98,47.14,447.07
Heat Exchanger-23964,Heat Exchanger,329.15,134.32,341.07
Compressor-23965,Compressor,355.24,52.82,157.65
Distillation Column-23966,Distillation Column,468.13,119.98,164.96
Heat Exchanger-23967,Heat Exchanger,753.65,165.48,475.39
Reactor-23968,Reactor,673.44,143.53,485.14
Distillation Column-23969,Distillation Column,158.15,136.24,433.12
Pump-23970,Pump,674.32,111.48,67.61
Distillation Column-23971,Distillation Column,338.7,141.95,467.51
Reactor-23972,Reactor,406.07,8.12,356.07
Storage Tank-23973,Storage Tank,148.54,127.16,433.68
Distillation Column-23974,Distillation Column,585.4,127.08,235.43
Pump-23975,Pump,92.2,102.7,479.91
Compressor-23976,Compressor,905.76,173.82,425.12
Storage Tank-23977,Storage Tank,935.9,28.87,196.48
Reactor-23978,Reactor,961.58,65.52,34.29
Heat Exchanger-23979,Heat Exchanger,143.85,61.75,75.78
Heat Exchanger-23980,Heat Exchanger,97.42,76.67,255.7
Compressor-23981,Compressor,593.32,129.44,42.04
Distillation Column-23982,Distillation Column,126.3,86.05,296.31
Reactor-23983,Reactor,734.55,142.18,171.45
Heat Exchanger-23984,Heat Exchanger,473.26,180.15,48.73
Distillation Column-23985,Distillation Column,435.07,183.45,433.56
Reactor-23986,Reactor,866.56,176.23,88.38
Heat Exchanger-23987,Heat Exchanger,662.32,154.3,240.06
Pump-23988,Pump,43.01,89.61,242.07
Heat Exchanger-23989,Heat Exchanger,330.54,8.61,147.9
Valve-23990,Valve,595.53,34.09,371.28
Storage Tank-23991,Storage Tank,186.85,136.43,252.46
Compressor-23992,Compressor,970.0,178.9,211.05
Heat Exchanger-23993,Heat Exchanger,698.0,187.22,358.88
Heat Exchanger-23994,Heat Exchanger,684.41,22.03,492.14
Heat Exchanger-23995,Heat Exchanger,614.75,158.51,467.3
Storage Tank-23996,Storage Tank,101.77,127.79,499.93
Valve-23997,Valve,667.77,69.95,168.4
Pump-23998,Pump,487.91,57.38,338.11
Reactor-23999,Reactor,972.95,181.34,163.93
Pump-24000,Pump,4.31,14.88,193.11
Valve-24001,Valve,144.26,163.27,457.4
Pump-24002,Pump,346.15,81.54,42.75
Pump-24003,Pump,544.75,186.07,469.47
Distillation Column-24004,Distillation Column,330.91,152.07,384.74
Valve-24005,Valve,350.45,9.43,364.54
Pump-24006,Pump,931.68,172.43,233.69
Valve-24007,Valve,122.31,44.04,148.09
Compressor-24008,Compressor,524.32,158.43,340.44
Valve-24009,Valve,61.82,161.45,169.44
Compressor-24010,Compressor,425.16,197.72,350.92
Heat Exchanger-24011,Heat Exchanger,678.37,8.23,406.81
Valve-24012,Valve,443.93,89.32,109.1
Reactor-24013,Reactor,983.21,137.23,383.73
Compressor-24014,Compressor,817.06,91.33,432.17
Reactor-24015,Reactor,255.01,106.22,360.13
Distillation Column-24016,Distillation Column,133.17,51.17,437.67
Valve-24017,Valve,993.36,12.61,405.04
Pump-24018,Pump,629.8,99.48,46.59
Compressor-24019,Compressor,701.14,176.25,450.48
Distillation Column-24020,Distillation Column,91.12,114.17,416.36
Storage Tank-24021,Storage Tank,220.59,3.57,298.21
Storage Tank-24022,Storage Tank,549.34,43.73,255.14
Distillation Column-24023,Distillation Column,913.35,178.99,485.37
Distillation Column-24024,Distillation Column,657.37,135.0,277.17
Reactor-24025,Reactor,669.34,110.63,94.74
Storage Tank-24026,Storage Tank,630.17,5.32,278.31
Pump-24027,Pump,295.78,171.35,132.87
Reactor-24028,Reactor,705.27,155.42,53.47
Heat Exchanger-24029,Heat Exchanger,705.07,192.39,177.48
Heat Exchanger-24030,Heat Exchanger,857.36,173.93,402.4
Valve-24031,Valve,845.01,172.58,403.45
Valve-24032,Valve,600.28,171.01,309.55
Storage Tank-24033,Storage Tank,567.99,26.47,112.06
Reactor-24034,Reactor,774.06,75.95,177.99
Distillation Column-24035,Distillation Column,554.26,65.68,417.73
Compressor-24036,Compressor,562.5,7.79,416.03
Pump-24037,Pump,520.35,158.67,200.64
Storage Tank-24038,Storage Tank,381.62,2.08,463.3
Storage Tank-24039,Storage Tank,950.08,44.87,35.04
Pump-24040,Pump,234.5,82.12,307.48
Valve-24041,Valve,260.82,28.91,231.05
Heat Exchanger-24042,Heat Exchanger,86.11,52.16,467.61
Pump-24043,Pump,167.47,74.55,311.54
Storage Tank-24044,Storage Tank,127.43,119.32,267.32
Distillation Column-24045,Distillation Column,660.05,148.64,85.91
Distillation Column-24046,Distillation Column,10.0,72.63,90.59
Valve-24047,Valve,839.74,137.19,424.25
Valve-24048,Valve,592.44,64.72,337.43
Valve-24049,Valve,186.63,135.57,296.99
Reactor-24050,Reactor,796.44,183.34,439.04
Compressor-24051,Compressor,465.09,1.33,118.25
Pump-24052,Pump,819.59,82.13,451.71
Storage Tank-24053,Storage Tank,716.82,28.59,385.35
Compressor-24054,Compressor,212.53,3.67,30.63
Heat Exchanger-24055,Heat Exchanger,660.01,146.05,488.11
Pump-24056,Pump,720.21,52.44,306.23
Heat Exchanger-24057,Heat Exchanger,712.2,69.22,69.09
Valve-24058,Valve,612.52,165.97,96.13
Valve-24059,Valve,263.52,8.1,105.39
Distillation Column-24060,Distillation Column,757.08,91.73,46.27
Compressor-24061,Compressor,16.91,29.49,90.95
Reactor-24062,Reactor,601.19,194.56,149.32
Storage Tank-24063,Storage Tank,560.74,107.99,242.36
Valve-24064,Valve,107.26,107.78,492.07
Distillation Column-24065,Distillation Column,294.51,136.24,205.03
Reactor-24066,Reactor,210.12,192.69,391.88
Compressor-24067,Compressor,432.05,53.45,49.92
Valve-24068,Valve,931.84,180.07,339.0
Storage Tank-24069,Storage Tank,308.52,159.2,436.38
Pump-24070,Pump,897.21,168.67,457.18
Pump-24071,Pump,774.06,83.47,314.14
Reactor-24072,Reactor,756.92,112.49,310.56
Pump-24073,Pump,96.97,189.91,237.35
Reactor-24074,Reactor,784.82,122.71,396.41
Compressor-24075,Compressor,739.07,116.77,352.02
Valve-24076,Valve,447.81,122.49,419.4
Distillation Column-24077,Distillation Column,118.48,140.35,166.36
Storage Tank-24078,Storage Tank,562.32,78.49,52.09
Valve-24079,Valve,640.79,47.81,387.69
Compressor-24080,Compressor,863.96,18.2,151.49
Valve-24081,Valve,222.19,26.11,144.29
Pump-24082,Pump,636.13,43.84,358.12
Valve-24083,Valve,503.05,22.69,108.9
Storage Tank-24084,Storage Tank,689.35,42.46,132.34
Compressor-24085,Compressor,226.55,5.86,285.22
Heat Exchanger-24086,Heat Exchanger,865.58,157.1,158.43
Heat Exchanger-24087,Heat Exchanger,196.79,41.67,106.0
Pump-24088,Pump,344.87,198.33,209.09
Valve-24089,Valve,715.28,174.87,386.01
Heat Exchanger-24090,Heat Exchanger,988.6,24.51,284.84
Distillation Column-24091,Distillation Column,2.3,148.58,385.34
Compressor-24092,Compressor,962.8,142.0,384.75
Heat Exchanger-24093,Heat Exchanger,313.3,64.45,462.36
Heat Exchanger-24094,Heat Exchanger,486.97,172.17,436.28
Distillation Column-24095,Distillation Column,598.73,70.45,480.18
Storage Tank-24096,Storage Tank,507.48,199.0,120.59
Storage Tank-24097,Storage Tank,445.55,173.09,193.79
Distillation Column-24098,Distillation Column,517.41,170.15,137.43
Reactor-24099,Reactor,891.06,79.17,69.73
Distillation Column-24100,Distillation Column,333.45,67.56,119.17
Heat Exchanger-24101,Heat Exchanger,624.84,69.88,221.86
Compressor-24102,Compressor,221.26,171.69,445.91
Pump-24103,Pump,609.39,59.32,107.76
Compressor-24104,Compressor,947.66,148.76,463.66
Valve-24105,Valve,961.67,66.49,427.36
Valve-24106,Valve,305.02,197.35,296.75
Distillation Column-24107,Distillation Column,776.2,97.13,121.77
Pump-24108,Pump,65.61,14.42,419.1
Storage Tank-24109,Storage Tank,297.77,58.1,355.99
Compressor-24110,Compressor,663.83,104.18,416.87
Storage Tank-24111,Storage Tank,896.38,91.48,398.46
Storage Tank-24112,Storage Tank,218.66,190.42,139.53
Storage Tank-24113,Storage Tank,184.56,128.33,304.26
Heat Exchanger-24114,Heat Exchanger,560.85,13.38,84.06
Storage Tank-24115,Storage Tank,87.88,139.09,258.94
Heat Exchanger-24116,Heat Exchanger,352.63,27.72,485.38
Pump-24117,Pump,412.73,110.49,126.96
Valve-24118,Valve,631.14,23.19,39.45
Distillation Column-24119,Distillation Column,873.82,189.49,174.38
Reactor-24120,Reactor,299.73,152.23,458.8
Compressor-24121,Compressor,457.92,8.26,371.92
Valve-24122,Valve,89.96,0.91,447.02
Heat Exchanger-24123,Heat Exchanger,342.71,108.81,221.51
Heat Exchanger-24124,Heat Exchanger,196.38,12.01,140.1
Heat Exchanger-24125,Heat Exchanger,334.94,69.04,223.32
Distillation Column-24126,Distillation Column,745.14,56.63,353.65
Distillation Column-24127,Distillation Column,290.5,182.05,255.87
Heat Exchanger-24128,Heat Exchanger,55.89,14.93,227.69
Valve-24129,Valve,339.77,158.02,389.05
Heat Exchanger-24130,Heat Exchanger,137.15,171.86,112.67
Distillation Column-24131,Distillation Column,44.89,180.65,329.89
Storage Tank-24132,Storage Tank,225.42,48.05,411.57
Compressor-24133,Compressor,413.17,33.77,263.25
Valve-24134,Valve,941.03,69.13,358.51
Valve-24135,Valve,985.42,97.13,226.48
Storage Tank-24136,Storage Tank,73.37,66.7,270.15
Storage Tank-24137,Storage Tank,905.21,153.62,299.35
Distillation Column-24138,Distillation Column,485.87,194.95,72.94
Distillation Column-24139,Distillation Column,339.01,43.77,195.01
Heat Exchanger-24140,Heat Exchanger,129.98,149.45,469.12
Pump-24141,Pump,913.22,55.73,433.25
Compressor-24142,Compressor,725.18,114.16,345.75
Storage Tank-24143,Storage Tank,23.6,147.41,293.39
Valve-24144,Valve,55.15,176.16,217.37
Heat Exchanger-24145,Heat Exchanger,307.63,53.32,221.6
Compressor-24146,Compressor,807.16,169.62,120.16
Storage Tank-24147,Storage Tank,333.18,159.11,456.37
Distillation Column-24148,Distillation Column,522.25,157.23,107.87
Reactor-24149,Reactor,820.47,100.88,59.95
Valve-24150,Valve,955.65,37.35,309.08
Reactor-24151,Reactor,474.29,14.65,372.24
Pump-24152,Pump,530.41,59.01,351.15
Valve-24153,Valve,476.52,50.81,88.36
Storage Tank-24154,Storage Tank,606.81,100.57,103.7
Storage Tank-24155,Storage Tank,52.27,159.1,156.8
Heat Exchanger-24156,Heat Exchanger,147.85,48.55,145.32
Reactor-24157,Reactor,163.06,30.47,425.73
Heat Exchanger-24158,Heat Exchanger,403.53,116.04,338.44
Valve-24159,Valve,863.03,184.43,163.21
Valve-24160,Valve,89.95,148.97,239.9
Reactor-24161,Reactor,91.18,111.04,488.77
Distillation Column-24162,Distillation Column,408.19,100.87,376.7
Reactor-24163,Reactor,910.96,51.72,42.98
Reactor-24164,Reactor,410.81,177.83,147.5
Heat Exchanger-24165,Heat Exchanger,162.15,79.85,238.19
Pump-24166,Pump,524.33,6.13,276.67
Pump-24167,Pump,5.51,153.99,69.8
Compressor-24168,Compressor,486.17,136.74,494.89
Valve-24169,Valve,417.35,168.1,146.69
Heat Exchanger-24170,Heat Exchanger,79.47,96.29,459.05
Compressor-24171,Compressor,723.79,44.92,488.06
Distillation Column-24172,Distillation Column,213.03,80.2,499.36
Storage Tank-24173,Storage Tank,106.89,86.41,296.92
Distillation Column-24174,Distillation Column,743.02,86.02,211.61
Distillation Column-24175,Distillation Column,556.22,146.78,298.54
Reactor-24176,Reactor,926.39,126.17,268.58
Valve-24177,Valve,787.74,2.68,331.76
Heat Exchanger-24178,Heat Exchanger,744.41,77.9,434.66
Storage Tank-24179,Storage Tank,755.77,139.17,163.34
Compressor-24180,Compressor,332.61,109.8,447.69
Distillation Column-24181,Distillation Column,618.38,86.84,474.92
Storage Tank-24182,Storage Tank,670.68,147.65,364.55
Pump-24183,Pump,705.39,108.32,145.91
Distillation Column-24184,Distillation Column,697.86,162.96,320.32
Storage Tank-24185,Storage Tank,324.21,58.76,406.64
Valve-24186,Valve,995.55,149.5,40.57
Valve-24187,Valve,276.32,143.02,459.47
Compressor-24188,Compressor,800.98,51.02,194.09
Valve-24189,Valve,775.12,136.4,26.2
Compressor-24190,Compressor,874.89,199.76,476.43
Heat Exchanger-24191,Heat Exchanger,550.69,6.58,170.0
Heat Exchanger-24192,Heat Exchanger,896.84,100.08,155.93
Pump-24193,Pump,926.66,141.62,285.01
Heat Exchanger-24194,Heat Exchanger,331.89,77.84,379.39
Pump-24195,Pump,649.99,52.2,271.26
Storage Tank-24196,Storage Tank,952.37,61.17,95.3
Distillation Column-24197,Distillation Column,356.75,143.21,156.91
Reactor-24198,Reactor,291.28,129.76,94.57
Heat Exchanger-24199,Heat Exchanger,602.83,32.8,353.27
Pump-24200,Pump,380.7,48.01,322.02
Valve-24201,Valve,146.94,190.26,156.09
Pump-24202,Pump,570.3,198.83,350.81
Distillation Column-24203,Distillation Column,597.61,118.83,225.14
Compressor-24204,Compressor,325.46,157.13,123.94
Compressor-24205,Compressor,938.73,99.77,430.1
Storage Tank-24206,Storage Tank,301.14,148.37,30.63
Valve-24207,Valve,462.83,7.61,118.8
Compressor-24208,Compressor,49.49,183.96,79.84
Distillation Column-24209,Distillation Column,47.64,113.02,108.75
Compressor-24210,Compressor,575.52,95.2,346.35
Storage Tank-24211,Storage Tank,503.64,33.37,26.07
Reactor-24212,Reactor,563.44,185.46,172.34
Distillation Column-24213,Distillation Column,242.56,20.97,193.2
Pump-24214,Pump,232.88,93.46,130.54
Distillation Column-24215,Distillation Column,928.06,121.73,82.72
Distillation Column-24216,Distillation Column,743.21,105.94,476.07
Distillation Column-24217,Distillation Column,954.91,133.47,285.85
Distillation Column-24218,Distillation Column,40.16,74.84,384.11
Heat Exchanger-24219,Heat Exchanger,925.41,97.72,72.87
Compressor-24220,Compressor,331.23,0.01,428.43
Reactor-24221,Reactor,806.0,162.47,62.14
Reactor-24222,Reactor,802.22,165.16,257.6
Reactor-24223,Reactor,332.4,19.53,345.26
Reactor-24224,Reactor,102.83,57.16,177.57
Reactor-24225,Reactor,125.87,35.42,43.83
Heat Exchanger-24226,Heat Exchanger,843.53,107.84,213.58
Storage Tank-24227,Storage Tank,93.54,145.49,307.41
Pump-24228,Pump,591.94,31.35,250.44
Pump-24229,Pump,375.09,35.92,85.04
Storage Tank-24230,Storage Tank,507.5,49.28,296.76
Distillation Column-24231,Distillation Column,39.83,52.59,254.8
Storage Tank-24232,Storage Tank,796.22,119.87,243.89
Valve-24233,Valve,9.61,161.95,51.67
Compressor-24234,Compressor,439.97,165.63,160.36
Heat Exchanger-24235,Heat Exchanger,212.4,95.6,54.98
Valve-24236,Valve,895.96,76.24,55.88
Compressor-24237,Compressor,821.16,163.76,192.02
Heat Exchanger-24238,Heat Exchanger,688.02,130.7,476.88
Heat Exchanger-24239,Heat Exchanger,405.66,150.14,412.64
Heat Exchanger-24240,Heat Exchanger,229.66,68.97,269.3
Pump-24241,Pump,36.25,167.17,61.4
Reactor-24242,Reactor,79.91,146.32,115.79
Distillation Column-24243,Distillation Column,734.17,124.12,161.51
Compressor-24244,Compressor,509.44,24.36,323.02
Reactor-24245,Reactor,797.91,59.78,84.66
Compressor-24246,Compressor,153.32,9.47,191.68
Reactor-24247,Reactor,536.27,116.24,27.18
Reactor-24248,Reactor,592.33,191.12,272.87
Pump-24249,Pump,836.67,162.19,419.82
Compressor-24250,Compressor,442.01,69.25,150.01
Pump-24251,Pump,300.45,136.83,54.13
Pump-24252,Pump,630.31,51.31,409.17
Reactor-24253,Reactor,828.64,77.68,226.73
Pump-24254,Pump,302.48,166.12,294.74
Compressor-24255,Compressor,521.01,58.8,301.28
Compressor-24256,Compressor,276.66,79.59,133.82
Pump-24257,Pump,917.12,144.97,357.02
Distillation Column-24258,Distillation Column,399.81,56.93,452.69
Reactor-24259,Reactor,974.58,106.82,430.97
Reactor-24260,Reactor,999.66,16.24,243.57
Pump-24261,Pump,434.17,112.4,143.94
Pump-24262,Pump,745.16,152.54,136.81
Storage Tank-24263,Storage Tank,219.6,38.05,78.58
Pump-24264,Pump,509.61,178.1,353.52
Heat Exchanger-24265,Heat Exchanger,533.49,174.63,311.48
Compressor-24266,Compressor,480.48,81.66,245.82
Distillation Column-24267,Distillation Column,670.4,80.12,159.08
Valve-24268,Valve,466.4,102.46,346.96
Valve-24269,Valve,68.97,83.89,174.79
Storage Tank-24270,Storage Tank,583.61,99.9,218.6
Distillation Column-24271,Distillation Column,601.72,52.27,136.42
Compressor-24272,Compressor,861.95,133.93,412.19
Compressor-24273,Compressor,279.8,140.44,113.64
Storage Tank-24274,Storage Tank,662.48,59.51,482.74
Distillation Column-24275,Distillation Column,698.41,104.07,132.61
Distillation Column-24276,Distillation Column,781.99,78.28,260.18
Valve-24277,Valve,530.42,123.17,442.29
Pump-24278,Pump,213.61,22.35,336.74
Pump-24279,Pump,780.89,43.84,353.58
Valve-24280,Valve,135.43,84.05,104.25
Valve-24281,Valve,271.44,102.14,311.51
Reactor-24282,Reactor,932.12,102.27,468.51
Valve-24283,Valve,29.48,138.42,235.04
Storage Tank-24284,Storage Tank,182.54,161.5,477.15
Valve-24285,Valve,654.5,15.25,415.95
Heat Exchanger-24286,Heat Exchanger,361.26,81.96,226.89
Storage Tank-24287,Storage Tank,606.71,57.15,148.03
Compressor-24288,Compressor,232.33,113.34,113.6
Pump-24289,Pump,47.27,147.84,409.94
Pump-24290,Pump,803.16,77.73,249.81
Storage Tank-24291,Storage Tank,612.56,67.96,447.49
Reactor-24292,Reactor,286.02,183.7,391.87
Valve-24293,Valve,731.43,34.46,260.8
Storage Tank-24294,Storage Tank,659.51,193.95,231.73
Valve-24295,Valve,436.38,159.64,371.87
Distillation Column-24296,Distillation Column,946.51,113.8,451.81
Reactor-24297,Reactor,509.0,61.16,77.05
Heat Exchanger-24298,Heat Exchanger,548.65,146.62,25.5
Pump-24299,Pump,803.7,52.36,143.17
Pump-24300,Pump,154.4,144.8,289.32
Compressor-24301,Compressor,231.75,143.37,100.55
Reactor-24302,Reactor,74.49,64.25,118.28
Distillation Column-24303,Distillation Column,15.48,134.1,272.31
Storage Tank-24304,Storage Tank,518.9,51.82,297.51
Reactor-24305,Reactor,154.98,30.53,204.48
Reactor-24306,Reactor,992.12,96.17,448.2
Compressor-24307,Compressor,556.04,160.1,443.06
Reactor-24308,Reactor,610.04,87.23,164.83
